game_id,school_id,school_name,inning,runs,source_url
G26SP007,S26SP006,花咲徳栄,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP007,S26SP006,花咲徳栄,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP007,S26SP006,花咲徳栄,8,3,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP007,S26SP006,花咲徳栄,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,1,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,4,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP032,高知農,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,1,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,2,2,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,4,2,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,5,3,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,6,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP008,S26SP012,日本文理,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,1,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,4,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP001,北照,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP008,専大松戸,1,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP008,専大松戸,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP008,専大松戸,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP008,専大松戸,4,4,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP008,専大松戸,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
