game_id,tournament_id,round,school_a_id,school_b_id,score_a,score_b,result,source_url
G2025SP001,SP2025,1回戦,S002,S003,8,7,A_WIN,https://www.jhbf.or.jp/senbatsu/2025/schedule/schedule_20250324.html
